timestamp,T2M,T2MDEW,RH2M,QV2M,TS,PS,WS10M,WS50M,WD10M,PRECTOTCORR,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,ALLSKY_SFC_SW_DWN
2019-06-19 12:00:00,26.66,17.85,58.39,12.86,29.05,99.55,4.27,5.05,4.7,1.16,904.5,404.25,191.93,404.85
2019-06-19 13:00:00,27.24,18.05,57.16,13.03,29.67,99.53,4.29,5.21,358.3,1.03,855.6,401.12,192.65,408.98
2019-06-19 14:00:00,27.39,18.21,57.22,13.16,29.3,99.51,4.39,5.45,353.7,0.88,754.8,406.2,170.0,365.12
2019-06-19 15:00:00,27.23,18.29,58.1,13.24,28.4,99.51,4.5,5.68,351.6,0.56,611.33,402.9,122.71,252.8
2019-06-19 16:00:00,26.69,18.45,60.51,13.36,26.86,99.5,4.47,5.78,350.5,0.32,438.2,400.67,61.75,125.93
2019-06-19 17:00:00,25.94,18.85,64.88,13.71,25.5,99.49,3.99,5.38,349.2,0.14,254.7,401.77,37.7,77.78
2019-06-19 18:00:00,24.89,19.69,72.74,14.45,24.3,99.48,2.93,4.56,349.2,0.05,94.53,399.8,15.8,33.38
2019-06-19 19:00:00,23.59,20.03,80.32,14.76,22.95,99.49,2.32,3.83,358.5,0.02,7.4,390.38,1.67,4.1
2019-06-19 20:00:00,22.82,19.86,83.27,14.6,22.33,99.52,2.22,3.51,8.0,0.0,0.0,381.38,0.0,0.0
2019-06-19 21:00:00,22.25,19.73,85.57,14.49,21.89,99.53,2.24,3.39,6.7,0.0,0.0,360.92,0.0,0.0
2019-06-19 22:00:00,21.67,19.7,88.4,14.45,21.48,99.52,2.29,3.46,359.7,0.0,0.0,368.15,0.0,0.0
2019-06-19 23:00:00,21.14,19.7,91.38,14.46,21.15,99.52,2.49,3.85,354.7,0.0,0.0,359.73,0.0,0.0
2019-06-20 00:00:00,20.68,19.85,94.84,14.59,20.86,99.51,2.68,4.24,352.7,0.0,0.0,351.05,0.0,0.0
2019-06-20 01:00:00,20.32,19.97,97.74,14.71,20.58,99.5,2.82,4.51,352.9,0.0,0.0,345.65,0.0,0.0
2019-06-20 02:00:00,20.13,19.98,99.02,14.73,20.42,99.49,2.9,4.62,355.5,0.0,0.0,349.15,0.0,0.0
2019-06-20 03:00:00,19.91,19.93,99.91,14.66,20.17,99.5,2.9,4.55,358.8,0.0,0.0,340.62,0.0,0.0
2019-06-20 04:00:00,19.63,19.81,100.0,14.56,19.9,99.51,2.86,4.39,0.6,0.0,0.0,338.48,0.0,0.0
2019-06-20 05:00:00,20.3,19.75,96.53,14.5,21.13,99.55,2.73,4.07,3.8,0.0,52.6,339.42,20.32,49.28
2019-06-20 06:00:00,21.84,19.23,85.07,14.04,23.56,99.57,3.24,3.78,11.4,0.0,200.02,340.92,77.6,184.62
2019-06-20 07:00:00,23.65,17.44,68.15,12.54,26.07,99.58,3.61,4.28,18.9,0.0,370.67,356.45,137.07,316.3
2019-06-20 08:00:00,25.44,15.86,55.41,11.34,28.31,99.58,3.93,4.65,18.5,0.0,562.17,373.08,225.22,511.33
2019-06-20 09:00:00,26.88,15.4,49.41,11.01,30.18,99.57,4.06,4.86,10.8,0.0,733.33,386.35,282.63,632.8
2019-06-20 10:00:00,28.01,15.64,46.96,11.18,31.61,99.55,4.2,5.13,0.1,0.0,858.45,393.75,352.2,790.08
2019-06-20 11:00:00,28.79,15.99,45.9,11.44,32.47,99.53,4.39,5.49,350.6,0.0,926.62,408.73,359.4,801.75
2019-06-20 12:00:00,29.31,16.25,45.26,11.63,32.87,99.49,4.67,5.91,343.6,0.0,923.58,399.92,368.23,822.47
2019-06-20 13:00:00,29.57,16.43,45.11,11.77,32.75,99.48,4.97,6.32,339.9,0.0,876.62,398.5,342.78,764.75
2019-06-20 14:00:00,29.57,16.62,45.64,11.91,32.17,99.46,5.16,6.6,339.1,0.0,775.22,410.83,310.92,693.53
2019-06-20 15:00:00,29.35,16.88,46.99,12.11,31.23,99.46,5.17,6.68,339.8,0.0,630.65,398.38,249.93,557.0
2019-06-20 16:00:00,28.83,17.17,49.33,12.34,29.75,99.45,5.02,6.58,340.4,0.0,456.38,392.23,183.1,410.23
2019-06-20 17:00:00,28.23,17.47,52.03,12.57,28.28,99.46,4.81,6.44,339.9,0.0,270.73,384.7,107.26,244.07
2019-06-20 18:00:00,27.13,18.24,58.25,13.2,26.36,99.47,4.09,6.08,334.4,0.0,103.55,375.0,41.14,98.1
2019-06-20 19:00:00,25.19,18.96,68.28,13.8,24.14,99.5,3.77,6.15,325.9,0.0,8.02,365.2,3.12,7.85
2019-06-20 20:00:00,24.08,19.06,73.41,13.88,23.35,99.53,4.0,6.37,324.6,0.0,0.0,365.38,0.0,0.0
2019-06-20 21:00:00,23.44,19.24,77.24,14.05,22.94,99.56,4.02,6.22,328.3,0.0,0.0,359.65,0.0,0.0
2019-06-20 22:00:00,22.81,19.56,81.89,14.34,22.52,99.56,3.69,5.62,332.3,0.0,0.0,352.65,0.0,0.0
2019-06-20 23:00:00,22.22,19.83,86.29,14.58,22.07,99.57,3.37,5.19,337.5,0.0,0.0,366.08,0.0,0.0
2019-06-21 00:00:00,21.66,19.91,89.77,14.66,21.6,99.57,3.16,4.91,342.5,0.0,0.0,343.38,0.0,0.0
2019-06-21 01:00:00,21.23,19.77,91.43,14.54,21.19,99.58,3.03,4.66,346.1,0.0,0.0,342.23,0.0,0.0
2019-06-21 02:00:00,20.85,19.45,91.74,14.25,20.84,99.58,2.92,4.41,350.0,0.0,0.0,350.4,0.0,0.0
2019-06-21 03:00:00,20.52,18.91,90.65,13.79,20.51,99.6,2.83,4.19,355.7,0.0,0.0,339.75,0.0,0.0
2019-06-21 04:00:00,20.14,18.26,89.29,13.26,20.2,99.63,2.71,4.01,2.7,0.0,0.0,338.0,0.0,0.0
2019-06-21 05:00:00,20.81,18.17,85.18,13.18,21.61,99.66,2.62,3.79,9.0,0.0,57.83,338.52,23.08,56.2
2019-06-21 06:00:00,22.21,17.59,75.33,12.69,24.04,99.69,2.97,3.35,12.3,0.01,211.27,342.85,88.35,204.68
2019-06-21 07:00:00,24.56,16.94,62.56,12.14,26.79,99.71,3.54,4.2,9.8,0.0,388.73,354.67,165.42,377.4
2019-06-21 08:00:00,26.75,16.35,52.92,11.69,29.19,99.71,3.99,4.74,7.3,0.0,574.65,365.42,249.47,562.85
2019-06-21 09:00:00,28.0,16.58,49.93,11.87,31.03,99.7,3.99,4.86,0.4,0.0,740.62,368.75,327.63,732.97
2019-06-21 10:00:00,28.95,16.94,48.28,12.13,32.38,99.69,4.1,5.11,351.7,0.0,864.92,372.58,387.63,862.65
2019-06-21 11:00:00,29.62,17.17,47.15,12.32,33.24,99.66,4.34,5.49,344.1,0.01,932.45,378.12,414.89,922.9
2019-06-21 12:00:00,30.1,17.21,45.93,12.34,33.59,99.62,4.65,5.89,339.1,0.03,946.45,388.55,396.55,880.25
2019-06-21 13:00:00,30.38,17.17,45.08,12.31,33.5,99.59,4.92,6.28,336.4,0.04,896.03,398.12,389.12,863.33
2019-06-21 14:00:00,30.44,17.2,45.02,12.34,32.97,99.57,5.13,6.6,336.2,0.06,792.55,409.75,333.45,740.08
2019-06-21 15:00:00,30.25,17.31,45.87,12.44,32.01,99.55,5.22,6.79,337.7,0.05,644.0,396.55,272.72,606.47
2019-06-21 16:00:00,29.83,17.54,47.62,12.61,30.67,99.53,5.21,6.88,340.9,0.05,462.1,387.9,197.37,443.52
2019-06-21 17:00:00,29.14,17.83,50.52,12.86,28.97,99.53,4.94,6.77,345.9,0.01,272.0,380.6,111.72,256.17
2019-06-21 18:00:00,27.9,18.83,57.77,13.69,26.93,99.54,3.98,6.26,348.4,0.01,103.05,374.88,41.47,99.55
2019-06-21 19:00:00,26.0,19.46,67.14,14.23,24.74,99.57,3.51,6.43,352.8,0.0,8.12,368.05,3.2,8.1
2019-06-21 20:00:00,25.02,19.33,70.6,14.11,23.94,99.61,3.69,6.7,359.8,0.06,0.0,369.35,0.0,0.0
2019-06-21 21:00:00,24.48,19.11,71.96,13.92,23.5,99.65,3.85,6.73,6.1,0.04,0.0,360.4,0.0,0.0
2019-06-21 22:00:00,23.77,18.95,74.29,13.77,22.99,99.65,3.66,6.14,7.7,0.01,0.0,357.77,0.0,0.0
2019-06-21 23:00:00,22.99,18.82,77.3,13.67,22.46,99.63,3.48,5.73,5.1,0.0,0.0,355.85,0.0,0.0
2019-06-22 00:00:00,22.32,18.69,79.8,13.55,22.03,99.63,3.45,5.51,5.3,0.0,0.0,350.25,0.0,0.0
2019-06-22 01:00:00,21.72,18.59,82.29,13.47,21.63,99.63,3.35,5.25,6.3,0.0,0.0,347.48,0.0,0.0
2019-06-22 02:00:00,21.23,18.47,84.19,13.37,21.26,99.64,3.25,5.08,5.5,0.0,0.0,350.67,0.0,0.0
2019-06-22 03:00:00,20.84,18.39,85.8,13.3,20.96,99.66,3.25,5.06,4.2,0.0,0.0,344.88,0.0,0.0
2019-06-22 04:00:00,20.51,18.34,87.33,13.26,20.71,99.7,3.25,5.04,3.9,0.0,0.0,345.38,0.0,0.0
2019-06-22 05:00:00,21.08,18.54,85.42,13.43,21.89,99.73,3.45,4.7,5.7,0.0,54.15,345.73,21.95,53.53
2019-06-22 06:00:00,22.49,18.49,78.03,13.37,24.22,99.75,3.94,4.59,9.3,0.0,203.65,352.42,86.37,200.0
2019-06-22 07:00:00,24.74,17.72,64.92,12.73,26.72,99.77,4.93,5.89,19.9,0.0,389.77,360.65,171.1,385.77
2019-06-22 08:00:00,26.52,17.42,57.32,12.49,28.92,99.76,5.33,6.45,23.5,0.0,577.83,369.88,259.6,576.88
2019-06-22 09:00:00,28.08,17.45,52.43,12.52,30.82,99.74,5.46,6.84,21.0,0.01,747.33,374.73,336.05,739.3
2019-06-22 10:00:00,29.35,17.68,49.43,12.71,32.28,99.72,5.51,7.15,17.7,0.09,868.3,380.15,394.01,865.0
2019-06-22 11:00:00,30.4,17.97,47.39,12.95,33.52,99.69,5.47,7.19,14.1,0.23,939.95,382.95,423.4,929.22
2019-06-22 12:00:00,31.14,18.13,45.87,13.08,34.11,99.65,5.44,7.15,8.1,0.39,965.78,389.98,439.34,955.35
2019-06-22 13:00:00,31.61,18.09,44.55,13.05,34.2,99.62,5.58,7.3,3.7,0.44,920.35,388.48,419.85,912.35
2019-06-22 14:00:00,31.81,17.92,43.6,12.92,33.72,99.6,5.88,7.74,1.1,0.38,821.97,395.27,377.27,819.47
2019-06-22 15:00:00,31.68,17.73,43.41,12.77,32.79,99.59,6.34,8.44,358.7,0.27,678.25,384.15,308.33,669.6
2019-06-22 16:00:00,31.22,17.63,44.28,12.69,31.47,99.59,6.72,9.11,359.1,0.08,498.62,384.98,214.85,468.95
2019-06-22 17:00:00,30.52,17.68,46.2,12.72,29.87,99.61,6.68,9.35,1.1,0.01,305.85,380.92,127.33,281.42
2019-06-22 18:00:00,29.19,18.22,51.6,13.16,27.76,99.64,5.77,8.85,2.9,0.0,121.88,377.5,47.15,109.12
2019-06-22 19:00:00,27.06,18.92,61.03,13.75,25.38,99.68,4.57,8.27,6.5,0.0,9.18,372.58,3.3,8.3
2019-06-22 20:00:00,25.85,19.15,66.47,13.94,24.44,99.72,4.09,7.44,13.0,0.0,0.0,372.27,0.0,0.0
2019-06-22 21:00:00,24.98,19.23,70.41,14.02,23.76,99.75,3.67,6.54,19.1,0.0,0.0,359.65,0.0,0.0
2019-06-22 22:00:00,24.23,19.23,73.59,14.01,23.16,99.75,3.44,6.1,24.2,0.0,0.0,357.27,0.0,0.0
2019-06-22 23:00:00,23.57,19.14,76.19,13.94,22.63,99.75,3.3,5.72,27.4,0.0,0.0,349.98,0.0,0.0
2019-06-23 00:00:00,23.0,18.98,78.02,13.79,22.14,99.75,3.22,5.35,27.4,0.0,0.0,345.98,0.0,0.0
2019-06-23 01:00:00,22.46,18.82,79.8,13.65,21.69,99.74,3.18,5.09,24.3,0.0,0.0,342.77,0.0,0.0
2019-06-23 02:00:00,21.98,18.7,81.63,13.56,21.34,99.75,3.18,5.02,21.4,0.0,0.0,343.52,0.0,0.0
2019-06-23 03:00:00,21.53,18.59,83.36,13.47,20.99,99.75,3.16,4.92,21.1,0.0,0.0,335.17,0.0,0.0
2019-06-23 04:00:00,21.11,18.42,84.66,13.33,20.68,99.77,3.16,4.85,22.7,0.0,0.0,333.67,0.0,0.0
2019-06-23 05:00:00,21.81,18.7,82.46,13.55,22.17,99.8,3.05,4.66,25.1,0.0,66.88,337.4,27.57,66.7
2019-06-23 06:00:00,23.36,18.52,74.26,13.4,24.78,99.83,3.4,3.84,28.1,0.0,235.6,341.45,103.53,235.02
2019-06-23 07:00:00,25.45,18.18,64.12,13.11,27.56,99.84,3.29,3.88,28.9,0.0,430.65,354.12,193.51,429.83
2019-06-23 08:00:00,28.19,16.67,49.7,11.93,30.34,99.83,3.4,4.3,31.5,0.0,618.25,366.17,279.17,617.3
2019-06-23 09:00:00,29.91,15.77,42.48,11.26,32.62,99.83,3.13,4.04,24.5,0.0,778.45,370.5,352.0,777.47
2019-06-23 10:00:00,31.23,15.06,37.66,10.76,34.27,99.83,3.18,3.98,8.3,0.0,898.05,374.27,405.45,896.47
2019-06-23 11:00:00,32.09,14.69,35.01,10.5,35.21,99.83,3.57,4.39,353.7,0.0,965.85,377.85,435.9,963.97
2019-06-23 12:00:00,32.57,14.58,33.81,10.42,35.53,99.81,4.02,4.94,345.8,0.0,985.0,378.9,445.57,982.85
2019-06-23 13:00:00,32.81,14.59,33.35,10.42,35.38,99.8,4.36,5.38,341.4,0.0,938.8,381.58,425.65,937.15
2019-06-23 14:00:00,32.79,14.68,33.57,10.48,34.78,99.77,4.59,5.73,338.8,0.0,839.85,386.65,381.63,839.0
2019-06-23 15:00:00,32.53,14.86,34.48,10.61,33.78,99.75,4.68,5.92,338.2,0.0,696.45,380.58,316.95,696.05
2019-06-23 16:00:00,32.06,15.09,35.93,10.77,32.43,99.73,4.58,5.93,339.7,0.0,519.25,378.23,235.82,518.4
2019-06-23 17:00:00,31.23,15.71,39.15,11.2,30.56,99.72,4.24,5.79,343.0,0.0,324.67,372.9,145.87,323.4
2019-06-23 18:00:00,29.41,17.96,50.18,12.95,27.9,99.72,3.23,5.33,342.1,0.0,135.48,369.15,58.7,134.93
2019-06-23 19:00:00,26.77,18.93,62.07,13.74,24.93,99.73,2.96,5.38,340.3,0.0,10.55,360.35,4.11,10.5
2019-06-23 20:00:00,25.62,18.8,65.93,13.63,24.06,99.77,3.01,5.4,341.4,0.0,0.0,361.23,0.0,0.0
2019-06-23 21:00:00,24.97,18.77,68.39,13.6,23.54,99.79,2.84,4.96,346.7,0.0,0.0,352.0,0.0,0.0
2019-06-23 22:00:00,24.42,18.57,69.84,13.44,23.02,99.78,2.63,4.26,2.6,0.0,0.0,349.98,0.0,0.0
2019-06-23 23:00:00,24.1,18.29,70.08,13.23,22.53,99.77,2.51,3.79,20.3,0.0,0.0,347.12,0.0,0.0
2019-06-24 00:00:00,23.84,17.91,69.56,12.93,22.18,99.74,2.37,3.47,31.0,0.0,0.0,344.9,0.0,0.0
2019-06-24 01:00:00,23.6,17.43,68.4,12.53,21.84,99.72,2.24,3.16,36.8,0.0,0.0,343.2,0.0,0.0
2019-06-24 02:00:00,23.35,17.02,67.62,12.2,21.53,99.72,2.1,2.89,42.9,0.0,0.0,347.2,0.0,0.0
2019-06-24 03:00:00,23.08,16.72,67.38,11.96,21.23,99.7,2.01,2.72,54.1,0.0,0.0,340.2,0.0,0.0
2019-06-24 04:00:00,22.81,16.47,67.46,11.78,20.98,99.69,2.0,2.68,69.5,0.0,0.0,338.67,0.0,0.0
2019-06-24 05:00:00,22.99,17.28,70.21,12.4,22.66,99.69,2.07,2.96,83.0,0.0,65.9,342.83,28.25,65.9
2019-06-24 06:00:00,24.55,16.61,61.27,11.88,25.57,99.71,2.5,2.9,91.1,0.0,234.82,346.65,105.85,234.77
2019-06-24 07:00:00,26.26,16.66,55.5,11.91,28.56,99.72,2.11,2.28,92.7,0.0,428.73,358.88,195.8,428.67
2019-06-24 08:00:00,29.49,16.07,44.43,11.51,32.2,99.72,1.36,1.65,80.7,0.0,615.75,375.12,281.37,615.67
2019-06-24 09:00:00,31.58,14.12,34.76,10.14,35.01,99.71,0.75,1.01,60.4,0.0,775.03,380.92,353.92,774.95
2019-06-24 10:00:00,32.94,13.54,30.93,9.74,36.99,99.69,0.46,0.52,351.2,0.0,893.17,387.38,407.47,893.12
2019-06-24 11:00:00,33.8,13.79,29.94,9.9,37.72,99.66,1.12,1.07,304.1,0.0,961.12,392.62,437.82,961.05
2019-06-24 12:00:00,34.3,14.26,29.99,10.2,37.79,99.63,1.88,1.93,298.9,0.0,983.58,397.7,450.58,982.7
2019-06-24 13:00:00,34.51,14.59,30.26,10.42,37.47,99.59,2.44,2.62,300.2,0.0,937.9,400.88,429.13,934.75
2019-06-24 14:00:00,34.44,14.83,30.89,10.6,36.69,99.55,2.77,3.05,304.6,0.0,840.08,404.0,385.2,837.83
2019-06-24 15:00:00,34.16,14.93,31.57,10.67,35.53,99.52,2.87,3.25,310.3,0.0,696.53,399.0,319.95,694.2
2019-06-24 16:00:00,33.66,14.97,32.57,10.71,33.97,99.48,2.84,3.33,317.3,0.0,519.1,397.85,236.27,511.83
2019-06-24 17:00:00,32.83,15.49,35.23,11.06,32.01,99.47,2.69,3.45,322.1,0.0,324.4,391.35,146.63,319.3
2019-06-24 18:00:00,30.96,17.74,45.34,12.82,29.19,99.47,2.49,3.84,322.2,0.0,134.95,385.77,59.3,132.75
2019-06-24 19:00:00,28.08,19.45,59.44,14.25,26.08,99.47,2.53,4.41,323.7,0.0,10.5,377.27,4.15,10.32
2019-06-24 20:00:00,26.85,19.29,63.22,14.1,25.19,99.48,2.68,4.79,339.5,0.0,0.0,375.17,0.0,0.0
2019-06-24 21:00:00,26.1,19.34,66.32,14.15,24.67,99.49,2.79,5.01,6.4,0.0,0.0,367.0,0.0,0.0
2019-06-24 22:00:00,25.21,19.07,68.73,13.91,24.13,99.48,2.86,4.76,22.0,0.0,0.0,361.0,0.0,0.0
2019-06-24 23:00:00,24.26,18.89,71.95,13.76,23.57,99.47,2.93,4.64,31.2,0.0,0.0,358.2,0.0,0.0
2019-06-25 00:00:00,23.36,18.84,75.72,13.72,23.03,99.45,3.12,4.7,36.1,0.0,0.0,354.42,0.0,0.0
2019-06-25 01:00:00,22.58,18.94,79.88,13.81,22.55,99.42,3.23,4.84,39.6,0.0,0.0,350.58,0.0,0.0
2019-06-25 02:00:00,22.0,19.04,83.22,13.89,22.16,99.41,3.38,5.13,42.4,0.0,0.0,352.45,0.0,0.0
2019-06-25 03:00:00,21.62,19.04,85.29,13.91,21.88,99.41,3.59,5.53,44.7,0.0,0.0,344.7,0.0,0.0
2019-06-25 04:00:00,21.36,18.96,86.18,13.83,21.71,99.42,3.81,5.8,45.5,0.0,0.0,342.95,0.0,0.0
2019-06-25 05:00:00,21.77,18.89,83.75,13.78,22.73,99.44,4.43,5.71,46.5,0.0,66.3,345.17,28.32,66.28
2019-06-25 06:00:00,23.15,18.7,76.09,13.61,24.97,99.47,4.66,5.25,47.2,0.0,236.02,350.38,106.53,235.95
2019-06-25 07:00:00,25.88,18.3,63.04,13.27,27.93,99.49,4.85,5.55,51.8,0.0,429.73,362.73,196.72,429.58
2019-06-25 08:00:00,29.24,17.71,50.02,12.81,31.15,99.49,4.63,5.83,56.1,0.0,615.05,378.15,282.1,614.88
2019-06-25 09:00:00,31.92,17.18,41.49,12.38,33.9,99.5,4.44,5.96,55.5,0.0,772.33,388.45,354.36,772.15
2019-06-25 10:00:00,33.78,16.64,36.07,11.95,35.92,99.48,4.38,5.86,47.8,0.0,890.3,396.17,407.67,890.1
2019-06-25 11:00:00,34.98,16.39,33.23,11.77,37.18,99.45,4.44,5.81,35.8,0.0,955.05,407.52,437.65,954.17
2019-06-25 12:00:00,35.59,16.47,32.26,11.82,37.64,99.41,4.82,6.15,24.4,0.0,963.08,412.73,440.58,961.05
2019-06-25 13:00:00,35.75,16.69,32.42,11.99,37.44,99.39,5.45,6.91,16.5,0.0,917.28,414.42,418.82,913.42
2019-06-25 14:00:00,35.45,17.17,33.97,12.36,36.6,99.38,6.35,8.11,10.6,0.0,817.6,420.52,374.38,814.85
2019-06-25 15:00:00,34.71,17.74,36.73,12.83,35.19,99.39,7.43,9.69,8.0,0.0,672.42,414.27,308.87,670.72
2019-06-25 16:00:00,33.4,18.32,40.89,13.28,32.97,99.41,8.54,11.43,10.5,0.0,494.73,410.67,227.37,493.6
2019-06-25 17:00:00,31.79,18.66,45.73,13.56,30.85,99.46,9.31,12.57,15.2,0.0,301.85,404.0,137.52,300.8
2019-06-25 18:00:00,29.88,18.57,50.65,13.46,28.67,99.52,9.6,12.9,19.3,0.0,121.6,397.73,53.73,121.07
2019-06-25 19:00:00,28.02,18.62,56.64,13.51,26.85,99.57,9.1,12.17,21.6,0.0,9.38,390.4,3.91,9.35
2019-06-25 20:00:00,27.06,18.76,60.41,13.62,26.17,99.59,8.99,12.01,24.6,0.0,0.0,394.6,0.0,0.0
2019-06-25 21:00:00,26.31,18.94,63.89,13.78,25.59,99.62,8.85,11.78,27.9,0.0,0.0,390.88,0.0,0.0
2019-06-25 22:00:00,25.43,19.2,68.38,14.0,24.99,99.63,8.4,11.06,30.5,0.0,0.0,383.83,0.0,0.0
2019-06-25 23:00:00,24.79,19.47,72.24,14.24,24.55,99.63,7.95,10.47,32.7,0.0,0.0,381.38,0.0,0.0
2019-06-26 00:00:00,24.41,19.72,75.07,14.47,24.26,99.62,7.67,9.98,33.8,0.02,0.0,379.58,0.0,0.0
2019-06-26 01:00:00,24.07,20.0,77.98,14.73,24.0,99.62,7.43,9.63,33.1,0.03,0.0,376.42,0.0,0.0
2019-06-26 02:00:00,23.82,20.21,80.11,14.91,23.83,99.6,7.4,9.54,32.5,0.05,0.0,383.92,0.0,0.0
2019-06-26 03:00:00,23.6,20.31,81.7,15.01,23.66,99.58,7.38,9.46,31.9,0.07,0.0,381.58,0.0,0.0
2019-06-26 04:00:00,23.41,20.3,82.64,15.01,23.52,99.59,7.33,9.39,30.7,0.07,0.0,380.35,0.0,0.0
2019-06-26 05:00:00,23.4,20.26,82.38,14.95,23.88,99.6,7.4,9.14,29.9,0.05,57.67,380.08,19.59,45.12
2019-06-26 06:00:00,24.23,20.1,77.64,14.81,25.24,99.61,7.78,9.31,32.8,0.05,217.65,383.65,76.78,168.5
2019-06-26 07:00:00,26.02,19.79,68.45,14.52,27.43,99.62,7.91,9.44,37.1,0.05,407.23,393.5,156.2,339.6
2019-06-26 08:00:00,28.3,19.31,58.12,14.09,29.98,99.62,7.72,9.42,38.9,0.05,591.42,407.73,235.33,511.92
2019-06-26 09:00:00,30.47,18.94,50.13,13.77,32.38,99.61,7.2,9.16,40.0,0.05,749.05,415.42,303.18,658.4
2019-06-26 10:00:00,32.34,18.63,44.22,13.51,34.45,99.58,6.58,8.65,39.1,0.05,866.15,436.35,325.55,706.65
2019-06-26 11:00:00,33.74,18.41,40.35,13.34,35.96,99.54,6.12,8.06,34.4,0.06,933.12,432.33,374.75,815.12
2019-06-26 12:00:00,34.72,18.25,37.85,13.22,36.88,99.5,5.89,7.65,26.2,0.07,936.9,444.33,367.8,800.45
2019-06-26 13:00:00,35.24,18.27,36.83,13.24,37.08,99.47,6.0,7.7,17.0,0.08,893.35,443.92,355.54,770.53
2019-06-26 14:00:00,35.22,18.49,37.33,13.41,36.47,99.45,6.54,8.38,9.1,0.12,796.8,445.4,327.37,709.72
2019-06-26 15:00:00,34.71,18.82,39.22,13.7,35.29,99.44,7.33,9.52,5.2,0.15,655.78,430.42,275.2,594.8
2019-06-26 16:00:00,33.74,19.29,42.62,14.11,33.6,99.46,8.29,11.03,5.9,0.13,482.8,412.8,215.52,466.08
2019-06-26 17:00:00,32.36,19.69,47.17,14.45,31.6,99.48,9.08,12.26,9.9,0.14,295.5,402.4,130.37,283.98
2019-06-26 18:00:00,30.66,19.76,52.18,14.51,29.4,99.52,9.2,12.53,15.1,0.28,119.0,396.9,51.35,115.7
2019-06-26 19:00:00,28.82,19.85,58.3,14.58,27.45,99.55,8.4,11.58,16.9,0.21,9.3,393.15,3.81,9.02
2019-06-26 20:00:00,27.47,19.92,63.33,14.64,26.45,99.57,7.98,10.94,17.7,0.0,0.0,398.25,0.0,0.0
2019-06-26 21:00:00,26.44,19.99,67.62,14.71,25.71,99.6,7.75,10.44,21.4,0.0,0.0,387.08,0.0,0.0
2019-06-26 22:00:00,25.63,20.12,71.51,14.83,25.12,99.6,7.58,10.12,24.2,0.0,0.0,377.23,0.0,0.0
2019-06-26 23:00:00,25.07,20.28,74.67,14.98,24.69,99.59,7.25,9.65,26.5,0.0,0.0,386.75,0.0,0.0
2019-06-27 00:00:00,24.53,20.46,77.98,15.15,24.28,99.58,6.72,8.91,27.0,0.0,0.0,378.42,0.0,0.0
2019-06-27 01:00:00,23.91,20.66,81.93,15.34,23.86,99.58,6.52,8.49,25.9,0.0,0.0,372.35,0.0,0.0
2019-06-27 02:00:00,23.34,20.82,85.68,15.5,23.46,99.59,6.32,8.14,26.1,0.0,0.0,373.42,0.0,0.0
2019-06-27 03:00:00,22.98,20.88,87.9,15.56,23.17,99.58,5.89,7.61,24.6,0.0,0.0,367.08,0.0,0.0
2019-06-27 04:00:00,22.78,20.83,88.64,15.5,22.97,99.6,5.7,7.51,23.8,0.0,0.0,364.73,0.0,0.0
2019-06-27 05:00:00,23.08,20.71,86.43,15.39,23.73,99.6,5.93,7.22,24.4,0.0,61.6,366.8,26.32,61.35
2019-06-27 06:00:00,24.53,20.55,78.44,15.24,25.84,99.59,6.36,7.51,30.2,0.0,227.9,372.85,103.0,226.73
2019-06-27 07:00:00,26.81,20.38,67.76,15.07,28.49,99.58,6.36,7.57,37.5,0.0,417.98,383.67,191.7,416.0
2019-06-27 08:00:00,29.27,19.97,57.27,14.7,31.24,99.56,5.74,7.22,40.5,0.0,602.42,397.83,276.98,599.42
2019-06-27 09:00:00,31.2,19.44,49.66,14.24,33.59,99.52,5.12,6.7,39.1,0.0,759.65,404.5,350.1,757.55
2019-06-27 10:00:00,32.58,19.12,45.04,13.97,35.4,99.47,4.73,6.2,34.3,0.0,878.28,408.27,404.28,877.4
2019-06-27 11:00:00,33.69,19.04,42.12,13.91,36.72,99.41,4.53,5.84,26.5,0.0,941.03,419.58,433.97,939.2
2019-06-27 12:00:00,34.5,18.97,40.1,13.86,37.42,99.36,4.55,5.75,16.0,0.0,937.17,431.48,432.03,936.15
2019-06-27 13:00:00,34.9,18.99,39.23,13.87,37.43,99.31,4.83,6.03,5.8,0.0,901.95,414.23,412.8,900.92
2019-06-27 14:00:00,34.92,19.08,39.4,13.95,36.77,99.27,5.35,6.68,358.5,0.0,805.1,420.88,368.57,804.45
2019-06-27 15:00:00,34.47,19.23,40.76,14.08,35.56,99.25,5.97,7.58,354.9,0.0,663.55,409.3,303.52,662.88
2019-06-27 16:00:00,33.63,19.32,42.97,14.17,33.89,99.23,6.69,8.74,354.1,0.0,489.42,404.85,222.7,488.8
2019-06-27 17:00:00,32.43,19.24,45.67,14.08,31.87,99.22,7.32,9.88,355.2,0.0,299.9,398.38,134.6,299.23
2019-06-27 18:00:00,30.7,18.92,49.42,13.81,29.49,99.22,7.35,10.24,357.0,0.0,123.25,392.88,53.43,122.97
2019-06-27 19:00:00,28.6,18.25,53.5,13.24,27.17,99.25,7.04,10.03,358.9,0.0,9.65,382.2,3.95,9.65
2019-06-27 20:00:00,26.88,17.5,56.43,12.62,25.79,99.3,6.41,8.92,357.9,0.0,0.0,382.33,0.0,0.0
