timestamp,T2M,T2MDEW,RH2M,QV2M,TS,PS,WS10M,WS50M,WD10M,PRECTOTCORR,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,ALLSKY_SFC_SW_DWN
2018-01-01 00:00:00,4.41,4.92,100.0,5.39,5.63,100.44,3.56,5.33,10.8,0.0,0.0,235.73,0.0,0.0
2018-01-01 01:00:00,4.27,4.77,100.0,5.33,5.57,100.45,3.47,5.15,13.8,0.0,0.0,234.95,0.0,0.0
2018-01-01 02:00:00,4.08,4.54,100.0,5.25,5.38,100.44,3.19,4.66,17.0,0.0,0.0,240.95,0.0,0.0
2018-01-01 03:00:00,3.89,4.29,100.0,5.16,5.07,100.4,2.89,4.11,17.9,0.0,0.0,234.57,0.0,0.0
2018-01-01 04:00:00,3.75,4.04,100.0,5.07,4.73,100.37,2.61,3.66,18.8,0.0,0.0,234.52,0.0,0.0
2018-01-01 05:00:00,3.6,3.82,100.0,4.99,4.4,100.37,2.38,3.24,27.9,0.0,0.0,235.95,0.0,0.0
2018-01-01 06:00:00,3.45,3.64,100.0,4.93,4.32,100.39,2.2,2.95,45.2,0.0,0.0,237.32,0.0,0.0
2018-01-01 07:00:00,3.46,3.49,100.0,4.87,4.94,100.42,2.17,2.97,61.7,0.0,7.9,238.07,2.75,7.88
2018-01-01 08:00:00,5.04,3.67,90.9,4.94,7.92,100.45,2.58,3.04,74.7,0.0,121.65,250.07,48.63,119.9
2018-01-01 09:00:00,6.44,3.73,82.82,4.96,10.37,100.45,2.75,2.83,81.6,0.0,274.92,251.95,113.82,266.27
2018-01-01 10:00:00,8.09,3.79,74.42,4.99,12.72,100.45,2.42,2.48,86.2,0.0,395.88,262.95,164.73,379.25
2018-01-01 11:00:00,9.8,3.71,65.87,4.96,14.72,100.4,1.79,1.81,85.5,0.0,468.17,261.48,202.98,466.02
2018-01-01 12:00:00,12.0,2.18,51.37,4.48,16.5,100.33,0.96,0.95,69.9,0.0,487.77,265.42,212.4,485.0
2018-01-01 13:00:00,13.07,1.65,46.15,4.32,16.91,100.26,0.41,0.44,62.2,0.0,443.67,267.02,193.72,443.1
2018-01-01 14:00:00,13.33,1.61,45.15,4.3,16.14,100.24,0.11,0.08,138.8,0.0,345.12,270.6,149.84,344.67
2018-01-01 15:00:00,13.05,2.53,49.18,4.6,14.13,100.23,0.38,0.4,195.1,0.0,201.9,265.2,85.13,201.62
2018-01-01 16:00:00,12.06,2.68,53.15,4.66,10.3,100.21,0.76,0.89,181.5,0.0,45.75,261.38,16.93,45.7
2018-01-01 17:00:00,11.08,1.95,53.91,4.43,8.25,100.18,1.49,1.79,160.8,0.0,0.0,256.77,0.0,0.0
2018-01-01 18:00:00,10.18,2.71,60.19,4.66,7.82,100.15,2.34,2.93,154.4,0.0,0.0,254.9,0.0,0.0
2018-01-01 19:00:00,9.37,3.17,65.58,4.81,7.51,100.13,2.91,3.75,155.9,0.0,0.0,253.45,0.0,0.0
2018-01-01 20:00:00,8.81,3.48,69.49,4.91,7.25,100.09,3.25,4.24,159.3,0.0,0.0,258.88,0.0,0.0
2018-01-01 21:00:00,8.4,3.74,72.87,5.01,7.06,100.06,3.53,4.66,161.3,0.0,0.0,250.45,0.0,0.0
2018-01-01 22:00:00,8.07,4.03,75.98,5.11,6.91,100.03,3.75,5.03,162.1,0.0,0.0,250.9,0.0,0.0
2018-01-01 23:00:00,7.79,4.34,79.23,5.23,6.79,99.99,3.89,5.33,161.4,0.0,0.0,250.27,0.0,0.0
2018-01-02 00:00:00,7.54,4.66,82.39,5.35,6.73,99.93,4.0,5.64,159.1,0.0,0.0,250.35,0.0,0.0
2018-01-02 01:00:00,7.47,4.93,84.44,5.46,6.87,99.88,4.21,6.07,155.4,0.0,0.0,250.55,0.0,0.0
2018-01-02 02:00:00,7.74,5.25,84.84,5.59,7.45,99.85,4.32,6.35,153.3,0.0,0.0,262.55,0.0,0.0
2018-01-02 03:00:00,7.83,5.59,86.37,5.73,7.58,99.8,4.36,6.51,152.0,0.0,0.0,250.75,0.0,0.0
2018-01-02 04:00:00,7.89,6.11,89.57,5.97,7.68,99.75,4.38,6.63,151.2,0.01,0.0,257.02,0.0,0.0
2018-01-02 05:00:00,8.15,6.84,92.82,6.3,8.05,99.72,4.48,7.02,152.2,0.07,0.0,261.1,0.0,0.0
2018-01-02 06:00:00,9.81,8.26,91.2,6.93,9.95,99.69,4.76,7.49,160.5,0.1,0.0,270.52,0.0,0.0
2018-01-02 07:00:00,10.69,9.56,93.49,7.54,10.54,99.65,4.7,7.33,170.4,0.2,8.77,296.52,2.23,5.93
2018-01-02 08:00:00,12.07,10.12,88.22,7.8,12.12,99.62,4.53,7.04,179.9,0.24,127.72,325.8,23.68,52.62
2018-01-02 09:00:00,13.73,10.64,81.65,8.05,14.05,99.62,4.77,6.58,186.9,0.19,281.48,335.9,44.38,95.7
2018-01-02 10:00:00,14.68,10.57,76.31,8.0,15.27,99.62,5.33,6.51,195.9,0.12,401.02,347.12,69.03,149.02
2018-01-02 11:00:00,15.26,10.4,72.65,7.91,16.01,99.58,5.86,7.11,208.5,0.11,471.4,341.27,96.88,209.65
2018-01-02 12:00:00,15.52,10.28,70.88,7.85,16.25,99.53,5.86,7.05,216.3,0.26,479.23,330.25,112.15,243.3
2018-01-02 13:00:00,15.56,10.34,70.92,7.88,16.21,99.47,5.44,6.51,218.1,0.22,431.58,332.2,105.83,228.68
2018-01-02 14:00:00,15.44,10.49,72.27,7.97,15.86,99.46,4.77,5.73,216.8,0.32,327.42,333.25,82.81,178.6
2018-01-02 15:00:00,15.03,10.9,76.14,8.18,14.99,99.44,3.7,5.01,213.6,0.59,188.75,332.95,47.01,104.95
2018-01-02 16:00:00,13.28,10.88,85.29,8.18,12.47,99.44,2.97,4.61,208.1,0.64,42.33,321.25,9.96,23.98
2018-01-02 17:00:00,11.79,10.4,91.08,7.92,10.64,99.44,3.12,4.5,201.5,0.82,0.0,319.23,0.0,0.0
2018-01-02 18:00:00,11.41,10.34,92.94,7.88,10.25,99.45,3.3,4.8,199.3,0.68,0.0,313.75,0.0,0.0
2018-01-02 19:00:00,11.22,10.24,93.53,7.83,10.15,99.46,3.59,5.3,199.8,0.62,0.0,318.3,0.0,0.0
2018-01-02 20:00:00,11.28,9.98,91.59,7.7,10.4,99.44,3.87,5.89,199.7,0.52,0.0,343.12,0.0,0.0
2018-01-02 21:00:00,10.93,9.38,89.96,7.39,9.93,99.4,4.17,6.5,197.9,0.31,0.0,326.25,0.0,0.0
2018-01-02 22:00:00,10.74,8.75,87.39,7.09,9.77,99.36,4.36,6.83,193.9,0.13,0.0,322.67,0.0,0.0
2018-01-02 23:00:00,11.22,8.65,84.13,7.05,10.5,99.32,4.27,6.81,187.1,0.38,0.0,325.05,0.0,0.0
2018-01-03 00:00:00,11.7,9.04,83.64,7.24,11.11,99.27,4.32,6.99,183.5,1.34,0.0,314.33,0.0,0.0
2018-01-03 01:00:00,11.85,9.39,84.74,7.41,11.31,99.25,4.59,7.43,184.1,3.5,0.0,309.62,0.0,0.0
2018-01-03 02:00:00,12.07,9.68,85.18,7.56,11.75,99.23,4.75,7.62,186.3,6.58,0.0,302.55,0.0,0.0
2018-01-03 03:00:00,12.12,9.83,85.76,7.64,11.94,99.19,4.76,7.55,183.7,12.56,0.0,338.58,0.0,0.0
2018-01-03 04:00:00,11.67,9.94,88.99,7.7,11.6,99.14,4.76,7.54,171.1,22.47,0.0,339.52,0.0,0.0
2018-01-03 05:00:00,11.77,10.61,92.56,8.07,12.07,99.07,6.06,8.67,168.2,46.35,0.0,338.75,0.0,0.0
2018-01-03 06:00:00,12.17,10.89,91.82,8.22,12.42,99.06,7.42,9.96,183.2,80.13,0.0,329.98,0.0,0.0
2018-01-03 07:00:00,12.45,10.69,88.87,8.1,12.58,99.1,6.88,9.38,200.2,87.51,8.15,337.8,1.83,4.65
2018-01-03 08:00:00,12.32,10.17,86.61,7.82,12.51,99.18,5.93,8.43,217.4,24.05,124.62,349.92,22.7,49.92
2018-01-03 09:00:00,12.35,9.51,82.65,7.47,12.81,99.25,5.68,7.78,228.0,8.81,279.23,342.17,55.05,119.45
2018-01-03 10:00:00,12.43,8.81,78.42,7.12,13.48,99.29,5.62,6.95,227.5,6.18,399.8,340.92,79.9,172.3
2018-01-03 11:00:00,12.56,8.34,75.34,6.9,13.99,99.28,5.54,6.63,220.9,5.3,471.05,339.6,92.0,197.38
2018-01-03 12:00:00,12.88,8.09,72.57,6.79,14.67,99.23,5.12,6.0,216.8,3.73,479.62,336.7,91.31,195.32
2018-01-03 13:00:00,12.89,7.95,71.77,6.72,14.56,99.21,4.47,5.26,215.1,3.42,434.35,340.98,67.9,142.48
2018-01-03 14:00:00,12.62,7.9,72.83,6.7,13.93,99.21,3.6,4.33,212.2,3.26,335.95,345.58,56.73,121.32
2018-01-03 15:00:00,12.13,8.19,76.68,6.83,13.03,99.22,2.45,3.39,208.2,3.0,196.38,343.38,31.0,66.53
2018-01-03 16:00:00,11.22,8.68,84.18,7.06,11.8,99.24,1.7,2.93,199.3,1.82,45.67,335.83,7.55,17.02
2018-01-03 17:00:00,10.57,8.23,85.32,6.85,10.92,99.27,1.67,2.63,204.0,1.21,0.0,329.33,0.0,0.0
2018-01-03 18:00:00,10.7,8.3,84.99,6.88,10.89,99.31,1.66,2.39,236.3,1.98,0.0,328.12,0.0,0.0
2018-01-03 19:00:00,10.76,8.38,85.05,6.91,10.84,99.34,2.04,2.78,272.2,2.38,0.0,330.33,0.0,0.0
2018-01-03 20:00:00,10.55,8.49,86.99,6.97,10.7,99.34,2.54,3.52,294.9,1.88,0.0,335.08,0.0,0.0
2018-01-03 21:00:00,10.46,8.6,88.13,7.02,10.68,99.33,2.94,4.24,306.6,1.47,0.0,332.58,0.0,0.0
2018-01-03 22:00:00,10.2,8.44,88.65,6.94,10.22,99.32,3.09,4.49,311.1,0.84,0.0,336.3,0.0,0.0
2018-01-03 23:00:00,9.57,8.12,90.47,6.79,9.38,99.3,2.91,4.11,310.0,0.62,0.0,329.7,0.0,0.0
2018-01-04 00:00:00,8.75,7.77,93.48,6.64,8.09,99.27,2.91,3.91,305.1,0.67,0.0,319.55,0.0,0.0
2018-01-04 01:00:00,8.38,7.54,94.4,6.54,7.65,99.25,2.82,3.8,299.1,0.26,0.0,307.27,0.0,0.0
2018-01-04 02:00:00,8.34,7.19,92.32,6.38,7.27,99.22,2.58,3.45,289.7,0.18,0.0,299.12,0.0,0.0
2018-01-04 03:00:00,8.57,6.86,88.86,6.24,7.04,99.17,2.22,2.94,277.5,0.18,0.0,279.17,0.0,0.0
2018-01-04 04:00:00,8.93,6.46,84.34,6.07,6.75,99.14,1.89,2.49,257.1,0.06,0.0,277.7,0.0,0.0
2018-01-04 05:00:00,9.08,6.0,80.86,5.88,6.65,99.11,1.87,2.44,226.5,0.02,0.0,281.9,0.0,0.0
2018-01-04 06:00:00,9.11,5.76,79.46,5.79,6.84,99.1,2.25,2.86,185.9,0.05,0.0,289.35,0.0,0.0
2018-01-04 07:00:00,8.51,6.07,84.57,5.92,7.83,99.06,3.28,4.39,158.9,0.09,7.93,282.38,2.2,6.05
2018-01-04 08:00:00,9.62,7.44,86.2,6.51,10.27,99.0,4.04,5.98,150.3,0.19,122.15,290.88,34.53,81.8
2018-01-04 09:00:00,10.82,8.43,85.1,6.97,11.58,98.95,4.75,6.73,148.4,0.82,274.62,291.5,81.0,185.0
2018-01-04 10:00:00,11.32,8.78,84.26,7.14,12.18,98.88,5.34,6.99,149.0,3.08,394.5,300.83,125.48,282.92
2018-01-04 11:00:00,11.46,8.92,84.34,7.22,12.34,98.79,5.68,7.28,150.1,9.44,466.67,306.15,134.1,299.7
2018-01-04 12:00:00,11.4,9.18,86.1,7.35,12.32,98.68,5.46,6.97,148.3,15.06,480.48,316.77,119.14,263.58
2018-01-04 13:00:00,11.3,9.27,87.18,7.4,12.3,98.59,5.1,6.53,144.4,17.55,435.02,325.02,87.52,190.6
2018-01-04 14:00:00,10.97,9.0,87.52,7.27,11.96,98.55,4.59,6.16,136.0,23.31,335.05,332.85,53.72,116.9
2018-01-04 15:00:00,10.33,8.57,88.69,7.06,11.35,98.54,4.22,6.0,120.1,28.2,193.55,328.65,29.7,64.95
2018-01-04 16:00:00,9.68,8.25,90.7,6.91,10.74,98.56,3.9,5.86,100.6,25.15,44.28,326.58,6.5,14.88
2018-01-04 17:00:00,9.3,8.09,92.01,6.83,10.39,98.6,3.7,5.77,78.1,18.26,0.0,319.6,0.0,0.0
2018-01-04 18:00:00,9.32,8.14,92.2,6.85,10.36,98.65,3.91,6.07,55.4,11.55,0.0,318.65,0.0,0.0
2018-01-04 19:00:00,9.54,8.26,91.71,6.91,10.48,98.72,4.52,6.78,36.5,5.59,0.0,320.1,0.0,0.0
2018-01-04 20:00:00,9.7,8.2,90.27,6.87,10.53,98.79,5.04,7.33,22.3,0.45,0.0,317.02,0.0,0.0
2018-01-04 21:00:00,9.54,8.04,90.37,6.8,10.42,98.85,5.9,8.08,13.0,0.1,0.0,301.55,0.0,0.0
2018-01-04 22:00:00,9.01,7.7,91.52,6.64,10.05,98.91,7.04,9.27,9.5,0.03,0.0,298.8,0.0,0.0
2018-01-04 23:00:00,8.41,7.56,94.39,6.57,9.66,98.99,7.22,9.34,5.4,0.02,0.0,292.75,0.0,0.0
2018-01-05 00:00:00,8.27,7.56,95.21,6.56,9.58,99.06,7.31,9.5,3.5,0.03,0.0,294.88,0.0,0.0
2018-01-05 01:00:00,8.18,7.6,96.03,6.57,9.56,99.15,6.96,9.07,3.3,0.02,0.0,307.1,0.0,0.0
2018-01-05 02:00:00,8.06,7.39,95.42,6.47,9.37,99.22,6.72,8.99,4.9,0.01,0.0,300.65,0.0,0.0
2018-01-05 03:00:00,7.81,7.14,95.45,6.36,9.14,99.26,5.99,8.28,5.1,0.01,0.0,300.27,0.0,0.0
2018-01-05 04:00:00,7.62,6.84,94.75,6.23,8.96,99.28,5.35,7.73,7.0,0.01,0.0,306.1,0.0,0.0
2018-01-05 05:00:00,7.56,6.52,93.06,6.09,8.84,99.34,5.23,7.66,9.9,0.01,0.0,300.85,0.0,0.0
2018-01-05 06:00:00,7.3,6.26,93.09,5.98,8.47,99.41,4.86,7.35,11.4,0.01,0.0,300.75,0.0,0.0
2018-01-05 07:00:00,7.19,6.13,92.93,5.92,8.47,99.49,4.63,7.1,8.8,0.01,7.72,296.52,1.98,5.53
2018-01-05 08:00:00,8.46,6.49,87.31,6.06,10.28,99.58,5.35,6.96,4.9,0.01,119.93,287.4,37.22,91.68
2018-01-05 09:00:00,9.48,6.6,81.98,6.09,11.88,99.68,5.97,6.95,3.2,0.0,272.35,279.67,93.2,219.18
2018-01-05 10:00:00,10.63,6.43,75.08,6.02,13.53,99.74,6.06,6.95,1.8,0.01,397.05,279.2,142.05,329.42
2018-01-05 11:00:00,11.56,5.91,68.12,5.81,14.74,99.73,5.77,6.57,357.1,0.04,471.55,279.85,175.23,405.17
2018-01-05 12:00:00,12.16,5.4,63.21,5.61,15.26,99.7,5.55,6.3,350.8,0.02,485.1,283.92,175.68,407.48
2018-01-05 13:00:00,12.52,4.94,59.86,5.44,15.25,99.69,5.45,6.21,347.6,0.01,441.7,286.48,159.12,371.9
2018-01-05 14:00:00,12.53,4.52,58.08,5.28,14.55,99.72,5.26,6.04,347.5,0.0,341.65,283.7,123.84,293.73
2018-01-05 15:00:00,12.18,4.31,58.47,5.19,13.24,99.79,5.05,6.04,347.0,0.0,201.38,271.45,73.93,180.52
2018-01-05 16:00:00,10.32,5.01,69.5,5.45,10.38,99.87,3.76,5.7,349.3,0.0,47.03,260.67,16.5,44.4
2018-01-05 17:00:00,8.29,4.59,77.41,5.29,8.34,99.93,3.72,5.44,355.8,0.0,0.0,249.95,0.0,0.0
2018-01-05 18:00:00,7.79,4.38,78.93,5.21,7.86,100.0,3.67,5.3,3.6,0.0,0.0,245.77,0.0,0.0
2018-01-05 19:00:00,7.34,4.19,80.35,5.14,7.45,100.05,3.54,5.08,11.2,0.0,0.0,247.55,0.0,0.0
2018-01-05 20:00:00,6.87,4.12,82.55,5.11,7.04,100.11,3.38,4.83,18.3,0.0,0.0,251.07,0.0,0.0
2018-01-05 21:00:00,6.32,4.14,85.78,5.11,6.62,100.16,3.22,4.56,25.2,0.0,0.0,241.48,0.0,0.0
2018-01-05 22:00:00,5.75,4.21,89.62,5.13,6.19,100.21,3.06,4.31,30.4,0.0,0.0,238.9,0.0,0.0
2018-01-05 23:00:00,5.3,4.27,92.85,5.15,5.8,100.24,2.96,4.12,33.7,0.0,0.0,238.02,0.0,0.0
2018-01-06 00:00:00,4.94,4.3,95.59,5.17,5.48,100.25,2.89,3.99,36.8,0.0,0.0,237.1,0.0,0.0
2018-01-06 01:00:00,4.53,4.38,98.96,5.2,5.19,100.27,2.85,3.94,40.2,0.0,0.0,235.73,0.0,0.0
2018-01-06 02:00:00,4.11,4.42,100.0,5.21,4.99,100.29,2.85,3.98,42.6,0.0,0.0,243.43,0.0,0.0
2018-01-06 03:00:00,4.23,4.29,100.0,5.16,5.73,100.29,2.84,4.16,46.9,0.0,0.0,235.82,0.0,0.0
2018-01-06 04:00:00,4.77,3.99,94.54,5.05,6.73,100.29,2.89,4.18,53.3,0.0,0.0,233.65,0.0,0.0
2018-01-06 05:00:00,4.84,3.74,92.44,4.96,6.99,100.33,3.19,3.93,58.1,0.0,0.0,235.98,0.0,0.0
2018-01-06 06:00:00,4.68,3.69,93.17,4.94,6.91,100.41,3.16,3.78,59.5,0.0,0.0,239.55,0.0,0.0
2018-01-06 07:00:00,4.53,3.64,93.84,4.92,6.92,100.47,3.11,3.74,60.3,0.0,8.65,238.55,2.8,8.3
2018-01-06 08:00:00,5.17,3.82,90.88,4.98,8.44,100.53,3.18,3.55,61.7,0.0,131.38,248.1,50.28,125.38
2018-01-06 09:00:00,6.83,3.86,81.22,4.99,10.85,100.58,2.95,3.18,62.6,0.0,291.75,245.52,118.61,281.38
2018-01-06 10:00:00,9.05,3.95,70.26,5.02,13.42,100.61,2.61,2.83,63.3,0.0,417.33,253.12,173.3,404.6
2018-01-06 11:00:00,11.1,4.01,61.59,5.05,15.48,100.58,2.16,2.38,61.2,0.0,492.23,259.42,208.18,483.7
2018-01-06 12:00:00,13.28,2.55,48.07,4.55,16.98,100.54,1.8,2.02,55.9,0.0,507.17,261.83,216.5,503.25
2018-01-06 13:00:00,14.27,1.82,42.79,4.32,17.23,100.53,1.61,1.83,43.5,0.0,464.8,262.12,199.37,464.52
2018-01-06 14:00:00,14.48,1.86,42.32,4.33,16.34,100.54,1.73,1.97,40.3,0.0,365.15,264.0,155.13,364.48
2018-01-06 15:00:00,13.97,3.33,48.69,4.82,14.49,100.56,1.73,2.22,46.9,0.0,220.55,260.3,91.25,219.93
2018-01-06 16:00:00,12.11,4.39,59.32,5.2,10.53,100.58,1.86,2.48,55.7,0.0,57.5,254.9,21.25,57.3
2018-01-06 17:00:00,10.87,2.75,57.12,4.61,8.28,100.61,2.14,2.74,68.0,0.0,0.0,250.77,0.0,0.0
2018-01-06 18:00:00,10.25,2.68,59.3,4.59,7.71,100.65,2.23,2.88,82.3,0.0,0.0,249.27,0.0,0.0
2018-01-06 19:00:00,9.7,2.62,61.29,4.57,7.22,100.69,2.27,2.92,96.1,0.0,0.0,248.77,0.0,0.0
2018-01-06 20:00:00,9.02,2.71,64.6,4.6,6.81,100.72,2.41,3.11,108.7,0.0,0.0,253.9,0.0,0.0
2018-01-06 21:00:00,8.28,2.9,68.82,4.66,6.49,100.75,2.64,3.44,118.2,0.0,0.0,245.25,0.0,0.0
2018-01-06 22:00:00,7.69,3.2,73.2,4.76,6.24,100.78,2.85,3.72,125.4,0.0,0.0,247.68,0.0,0.0
2018-01-06 23:00:00,7.34,3.63,77.33,4.91,6.04,100.79,2.99,3.92,130.2,0.0,0.0,249.88,0.0,0.0
2018-01-07 00:00:00,7.13,4.06,81.01,5.07,5.92,100.8,3.13,4.12,133.7,0.0,0.0,247.45,0.0,0.0
2018-01-07 01:00:00,7.04,4.49,84.11,5.23,5.85,100.84,3.21,4.25,137.3,0.0,0.0,246.05,0.0,0.0
2018-01-07 02:00:00,7.12,4.98,86.73,5.42,5.79,100.9,3.19,4.22,141.2,0.0,0.0,256.95,0.0,0.0
2018-01-07 03:00:00,7.27,5.55,89.35,5.64,5.76,100.94,3.15,4.15,143.8,0.0,0.0,249.27,0.0,0.0
2018-01-07 04:00:00,7.32,6.13,92.83,5.88,5.78,100.95,3.17,4.17,142.6,0.0,0.0,251.02,0.0,0.0
2018-01-07 05:00:00,7.06,6.76,98.69,6.14,5.86,100.98,3.4,4.54,141.2,0.0,0.0,254.2,0.0,0.0
2018-01-07 06:00:00,6.81,7.49,100.0,6.45,6.01,101.03,3.52,4.91,143.2,0.0,0.0,255.27,0.0,0.0
2018-01-07 07:00:00,7.0,8.27,100.0,6.78,6.51,101.09,3.52,4.99,149.8,0.0,8.07,259.33,2.93,7.97
2018-01-07 08:00:00,9.76,9.24,96.74,7.22,10.68,101.17,3.25,4.87,154.1,0.0,122.65,274.45,50.18,120.53
2018-01-07 09:00:00,12.76,10.18,84.36,7.68,14.19,101.23,3.9,4.59,159.9,0.0,275.02,269.05,116.5,268.6
2018-01-07 10:00:00,14.92,10.38,74.1,7.76,16.38,101.28,4.6,5.53,180.1,0.0,396.92,273.0,170.17,387.77
2018-01-07 11:00:00,15.98,10.11,67.98,7.62,17.62,101.27,4.84,5.68,190.7,0.0,469.8,278.2,202.07,458.48
2018-01-07 12:00:00,16.49,10.02,65.44,7.58,18.17,101.24,4.57,5.32,191.9,0.0,495.33,278.73,218.68,492.38
2018-01-07 13:00:00,16.66,9.94,64.39,7.54,18.07,101.22,4.34,5.03,193.0,0.0,452.92,287.73,200.28,450.27
2018-01-07 14:00:00,16.4,9.95,65.47,7.54,17.03,101.24,4.07,4.75,196.7,0.0,355.15,292.12,155.92,351.75
2018-01-07 15:00:00,15.64,10.41,70.93,7.78,15.48,101.28,3.23,4.17,199.2,0.0,214.38,285.7,92.3,212.25
2018-01-07 16:00:00,13.62,10.62,81.99,7.89,12.46,101.32,2.46,3.5,197.5,0.0,56.5,280.45,22.13,55.62
2018-01-07 17:00:00,12.66,10.08,84.15,7.6,10.66,101.37,2.4,3.13,190.8,0.0,0.0,276.73,0.0,0.0
2018-01-07 18:00:00,12.43,10.23,86.25,7.67,10.24,101.41,2.29,2.94,182.3,0.0,0.0,282.6,0.0,0.0
2018-01-07 19:00:00,12.19,10.38,88.56,7.75,9.99,101.45,2.27,2.91,173.4,0.0,0.0,276.38,0.0,0.0
2018-01-07 20:00:00,11.79,10.49,91.65,7.81,9.74,101.47,2.4,3.1,165.0,0.0,0.0,279.08,0.0,0.0
2018-01-07 21:00:00,11.38,10.56,94.53,7.84,9.71,101.47,2.62,3.41,161.5,0.0,0.0,271.45,0.0,0.0
2018-01-07 22:00:00,11.05,10.58,96.75,7.85,9.61,101.47,2.74,3.63,160.8,0.0,0.0,268.3,0.0,0.0
2018-01-07 23:00:00,10.95,10.56,97.27,7.84,9.49,101.48,2.73,3.6,161.8,0.0,0.0,268.55,0.0,0.0
2018-01-08 00:00:00,11.04,10.47,96.09,7.79,9.27,101.49,2.55,3.31,165.0,0.0,0.0,267.88,0.0,0.0
2018-01-08 01:00:00,11.29,10.39,94.06,7.75,9.29,101.52,2.27,2.93,169.1,0.0,0.0,268.5,0.0,0.0
2018-01-08 02:00:00,11.49,10.32,92.37,7.71,9.48,101.55,2.08,2.64,172.0,0.0,0.0,275.8,0.0,0.0
2018-01-08 03:00:00,11.48,10.25,92.07,7.68,9.33,101.55,1.97,2.48,163.2,0.0,0.0,274.08,0.0,0.0
2018-01-08 04:00:00,11.21,10.15,93.11,7.63,9.26,101.53,2.01,2.52,145.4,0.0,0.0,269.75,0.0,0.0
2018-01-08 05:00:00,10.98,10.06,94.07,7.59,9.68,101.55,2.0,2.55,134.4,0.0,0.0,271.25,0.0,0.0
2018-01-08 06:00:00,10.63,9.98,95.7,7.54,9.73,101.6,2.07,2.65,126.5,0.0,0.0,274.38,0.0,0.0
2018-01-08 07:00:00,10.26,9.92,97.75,7.51,10.01,101.65,2.2,2.92,120.7,0.0,8.23,271.92,2.86,7.68
2018-01-08 08:00:00,11.36,10.06,91.84,7.59,12.32,101.68,2.39,3.17,117.6,0.0,123.78,275.92,46.7,110.97
2018-01-08 09:00:00,12.28,10.09,86.57,7.6,13.74,101.72,2.71,2.94,117.5,0.0,279.02,276.05,106.77,244.77
2018-01-08 10:00:00,13.72,9.57,76.02,7.33,15.51,101.74,2.03,2.12,126.6,0.0,402.8,280.6,158.1,359.6
2018-01-08 11:00:00,14.66,9.29,70.14,7.19,17.12,101.7,1.25,1.27,130.5,0.0,476.95,284.65,190.17,430.95
2018-01-08 12:00:00,15.43,9.17,66.22,7.14,18.59,101.61,0.86,0.87,133.6,0.0,498.02,292.67,194.3,439.27
2018-01-08 13:00:00,15.9,9.05,63.68,7.08,18.58,101.54,0.47,0.49,145.3,0.0,453.38,296.15,171.27,388.23
2018-01-08 14:00:00,16.04,8.96,62.74,7.04,17.8,101.51,0.18,0.21,176.8,0.0,353.67,296.55,128.73,292.9
2018-01-08 15:00:00,15.81,9.36,65.37,7.23,16.12,101.5,0.11,0.14,322.1,0.0,212.3,286.85,73.33,168.85
2018-01-08 16:00:00,14.99,9.04,67.57,7.09,12.75,101.5,0.33,0.39,19.5,0.0,56.58,281.9,17.72,42.4
2018-01-08 17:00:00,14.2,8.59,68.91,6.87,10.98,101.5,0.57,0.69,49.3,0.0,0.0,285.2,0.0,0.0
2018-01-08 18:00:00,13.62,8.62,71.67,6.88,10.7,101.51,0.71,0.89,66.0,0.0,0.0,282.02,0.0,0.0
2018-01-08 19:00:00,13.38,8.66,73.03,6.9,10.38,101.53,0.52,0.64,71.9,0.0,0.0,288.5,0.0,0.0
2018-01-08 20:00:00,13.14,8.74,74.61,6.94,10.48,101.53,0.38,0.45,71.6,0.0,0.0,293.2,0.0,0.0
2018-01-08 21:00:00,12.65,8.81,77.36,6.97,10.43,101.51,0.53,0.65,90.0,0.0,0.0,290.1,0.0,0.0
2018-01-08 22:00:00,12.13,8.89,80.48,7.01,10.28,101.47,0.65,0.82,108.7,0.0,0.0,283.7,0.0,0.0
2018-01-08 23:00:00,11.8,8.93,82.47,7.03,10.08,101.46,0.57,0.71,106.2,0.0,0.0,277.67,0.0,0.0
2018-01-09 00:00:00,11.46,8.91,84.33,7.03,9.77,101.44,0.49,0.59,99.5,0.0,0.0,274.08,0.0,0.0
2018-01-09 01:00:00,11.27,8.87,85.16,7.01,9.65,101.45,0.4,0.4,84.3,0.0,0.0,278.48,0.0,0.0
2018-01-09 02:00:00,11.19,8.83,85.38,6.99,10.0,101.45,0.39,0.41,44.0,0.0,0.0,276.3,0.0,0.0
2018-01-09 03:00:00,11.04,8.81,86.12,6.98,10.3,101.47,0.6,0.71,28.7,0.0,0.0,267.33,0.0,0.0
2018-01-09 04:00:00,10.76,8.77,87.63,6.97,10.55,101.48,0.88,1.09,30.6,0.0,0.0,274.1,0.0,0.0
2018-01-09 05:00:00,10.42,8.7,89.14,6.93,10.66,101.49,1.12,1.48,39.2,0.0,0.0,269.42,0.0,0.0
2018-01-09 06:00:00,10.09,8.52,89.97,6.84,10.45,101.52,1.29,1.76,48.8,0.0,0.0,265.27,0.0,0.0
2018-01-09 07:00:00,9.93,8.32,89.75,6.75,10.58,101.52,1.45,2.13,58.0,0.0,8.0,269.02,2.45,6.55
2018-01-09 08:00:00,10.7,8.19,84.62,6.7,11.92,101.52,1.96,2.43,67.5,0.0,121.78,280.75,35.6,82.35
